company_registration_number,donor_name_as_published,donation_rows,rows_that_would_become_signals,distinct_members,first_accepted,last_accepted,total_pence
2646404,"Metropolitan International School Ltd",2,1,1,2008-05-22,2011-08-03,5000000
2675059,"Transeuro Amertrans Worldwide Relocations",2,1,1,2001-08-12,2001-08-12,250000
07222231,"Court Consultants Ltd",2,1,1,2016-08-15,2019-08-01,1032100
04242025,"Regent Square Estates Ltd",2,1,1,2005-06-20,2005-07-19,2000000
01435560,"Falfish Ltd",2,1,1,2014-12-16,2014-12-16,400000
08379673,"Montagu Investments Limited",2,1,1,2019-06-06,2020-10-14,450000
07285998,"Zahawi & Zahawi Limited",2,1,1,2024-07-03,2024-08-15,2500000
7160754,"Inv1.0 Ltd",2,1,1,2015-04-15,2015-08-05,2000000
3922731,"H&M Security Services Ltd",2,1,1,2017-05-17,2021-11-16,1200000
01392861,"Bestway Holdings Limited",2,1,1,2009-06-10,2019-11-18,764798
01389757,"Woodlands School",2,1,1,2010-01-11,2019-07-15,1900000
3468788,"Airbus Operations Limited",2,1,1,2018-01-08,2023-10-23,1260000
8322810,"Quantum Pacific Corporation UK Limited",2,1,1,2019-03-04,2024-08-28,4500000
05929619,"Falcon Communications",1,1,1,2012-10-30,2012-10-30,215200
05863533,"Home Retail Group plc",1,1,1,2013-01-18,2013-01-18,246480
05757208,"Heathrow Airport Holdings Limited",1,1,1,2013-04-30,2013-04-30,500000
0573221,"The Carlton Club",1,1,1,2024-05-24,2024-05-24,500000
05708871,"Global Health Partnerships",1,1,1,2025-10-12,2025-10-12,233732
05694978,"Sajid Patel",1,1,1,2024-09-15,2024-09-15,250000
05669451,"Countryside Alliance",1,1,1,2025-12-17,2025-12-17,350000
04364919,"Laing O’Rourke Services Ltd",1,1,1,2013-10-17,2013-10-17,300000
04379585,"Center Parcs (Operating Company) Limited",1,1,1,2022-12-28,2022-12-28,200000
05647630,"Bridgemere UK Limited",1,1,1,2024-09-20,2024-09-20,2500000
05632040,"Grosvenor UK Ltd",1,1,1,2014-08-06,2014-08-06,500000
05602112,"Cambridge Fire Research Ltd",1,1,1,2019-09-17,2019-09-17,500000
05599788,"Stagecoach South Western Trains Ltd",1,1,1,2008-01-08,2008-01-08,169250
04416864,"Bonus Ltd",1,1,1,2016-08-26,2016-08-26,3750000
05538700,"Care for Children",1,1,1,2023-09-28,2023-09-28,198800
05513400,"Growth Financial Services",1,1,1,2024-08-05,2024-08-05,1000000
05391240,"Aker Solutions Engineering and Technology Ltd",1,1,1,2012-06-21,2012-06-21,350000
05358216,"Albion Agencies Ltd",1,1,1,2019-06-19,2019-06-19,500000
05189729,"Teebah Foundation",1,1,1,2019-09-15,2019-09-15,171000
04479959,"Superior Roofing & Building Services Ltd",1,1,1,2016-10-31,2016-10-31,442633
05132646,"Longhill Environmental Ltd",1,1,1,2014-06-17,2014-06-17,250000
0498 7694,"The Cayzer Trust Company Ltd",1,1,1,2016-11-04,2016-11-04,500000
048939 470,"Buster Burke Ltd",1,1,1,2007-10-31,2007-10-31,2000004
04534216,"Carlton Care Homes Ltd",1,1,1,2019-09-09,2019-09-09,1000000
04886023,"Klassic Property Ltd",1,1,1,2019-02-28,2019-02-28,200000
04590689,"Results UK",1,1,1,2017-09-17,2017-09-17,198948
04824053,"DB Consultants Ltd",1,1,1,2009-09-28,2009-09-28,1000000
04598294,"Wheb Ventures",1,1,1,2005-07-04,2005-07-04,500000
04608227,"Arbuthnot Ltd",1,1,1,2005-10-27,2005-10-27,5000000
04783730,"Royal British Legion Trading Ltd",1,1,1,2025-06-04,2025-06-04,375000
00241882,"Fuller Smith & Turner PLC",1,1,1,2012-07-06,2012-07-06,200000
00247378,"Beeson and Sons Ltd",1,1,1,2019-08-21,2019-08-21,500000
SC037896,"Albert Bartlett",1,1,1,2023-11-24,2023-11-24,200000
RC000524,"Royal Society of Chemistry",1,1,1,2025-11-12,2025-11-12,373200
RC000101,"Chartered Institute of Public Finance and Accountancy",1,1,1,2020-06-10,2020-06-10,1000000
OC404188,"Simons Muirhead & Burton Solicitors",1,1,1,2017-07-19,2017-07-19,500000
00347103,"Arriva Plc",1,1,1,2006-09-01,2006-09-01,400000
OC327862,"Somerset Capital Management",1,1,1,2018-09-06,2018-09-06,183040
00384964,"Big Ben Films Ltd",1,1,1,2022-08-23,2022-08-23,1650000
00388051,"Pidom Export Limited",1,1,1,2007-11-28,2007-11-28,500000
OC 361119,"Patron Capital Advisors",1,1,1,2014-10-08,2014-10-08,200000
None - France based,"SCI Kerr",1,1,1,2021-08-02,2021-08-02,340000
N/A,"SCI Kerr",1,1,1,2021-08-02,2021-08-02,343066
0 2826785,"SAM Learning",1,1,1,2018-10-08,2018-10-08,1628500
IP16442R,"Shepherds Bush Housing Association",1,1,1,2012-06-22,2012-06-22,200000
0047802,"The Arts Club",1,1,1,2010-10-05,2010-10-05,300000
FC026760,"Allfunds Bank S.A.",1,1,1,2017-11-16,2017-11-16,200000
FC014326,"Skandinaviska Enskilda Banken AB (Publ)",1,1,1,2023-03-12,2023-03-12,863000
FC009916,"Gulf Air",1,1,1,2024-12-05,2024-12-05,485086
FC002099,"Zurich Insurance",1,1,1,2023-09-07,2023-09-07,222450
Company,"Karmarama Ltd",1,1,1,2017-02-23,2017-02-23,1750000
00015993,"London Chamber of Commerce",1,1,1,2013-05-12,2013-05-12,265409
937417,"Gallagher Developments",1,1,1,2017-05-25,2017-05-25,2000000
9239172,"Twiggs Grounds Maintenance Ltd",1,1,1,2022-02-11,2022-02-11,300000
9131128,"Caroline Hirons Ltd",1,1,1,2021-12-16,2021-12-16,1000000
91283,"Tangent Industries Ltd",1,1,1,2005-10-09,2005-10-09,1000000
8831542,"Firefly Capital Limited",1,1,1,2024-03-27,2024-03-27,500000
8804234,"PR Power Saving Solutions Ltd",1,1,1,2024-04-23,2024-04-23,1000000
00820148,"Lloyds (Animal) Feeds Ltd",1,1,1,2006-05-05,2006-05-05,1000000
8604368,"BHL (UK) Holdings Ltd",1,1,1,2015-03-10,2015-03-10,2000000
8560345,"Africa House London Ltd",1,1,1,2022-08-28,2022-08-28,389200
00840801,"Great Yarmouth Warehousing Co Ltd",1,1,1,2014-07-10,2014-07-10,250000
tbc,"Qatar Airways",1,1,1,2015-11-10,2015-11-10,200000
836513,"Henley Homes Plc",1,1,1,2014-08-13,2014-08-13,500000
8319509,"Cool Investments Ltd",1,1,1,2015-08-28,2015-08-28,1000000
(0)1446754,"JCB",1,1,1,2023-08-23,2023-08-23,200000
8189817,"Big Change Ltd",1,1,1,2020-01-08,2020-01-08,200000
8183937,"Commercial Services Design Ltd",1,1,1,2014-09-02,2014-09-02,480000
8149788,"Star Nebula Ltd",1,1,1,2022-08-03,2022-08-03,1000000
00939436,"C. J. O'Shea and Company Ltd",1,1,1,2019-06-14,2019-06-14,1000000
8106009,"YPO Gold London",1,1,1,2022-08-08,2022-08-08,500000
7811342,"La Morada Ltd",1,1,1,2015-07-03,2015-07-03,500000
7803392,"Green Bay Capital Ltd",1,1,1,2016-07-11,2016-07-11,500000
77247785,"Shriti Vadera Ltd",1,1,1,2013-12-05,2013-12-05,440200
7578118,"Collective Consulting Ltd",1,1,1,2024-09-16,2024-09-16,1000000
7577676,"Khalidoscope Services Ltd",1,1,1,2020-04-03,2020-04-03,300000
7533381,"McKenzie Intelligence Services",1,1,1,2024-02-05,2024-02-05,500000
01117511,"The Institute of Travel and Tourism",1,1,1,2018-06-05,2018-06-05,211200
7334504,"Queensway Admin Ltd",1,1,1,2022-08-19,2022-08-19,1000000
01125377,"T C Limited",1,1,1,2014-07-01,2014-07-01,750000
7271218,"No 1 Skip Hire",1,1,1,2018-05-14,2018-05-14,300000
7211825,"LionLike Management Ltd",1,1,1,2016-07-04,2016-07-04,1000000
687485,"David Nieper Limited",1,1,1,2019-07-04,2019-07-04,1000000
6828274,"Haji Baba Ltd",1,1,1,2015-08-28,2015-08-28,200000
6820074,"Andurand Ventures Ltd",1,1,1,2022-03-17,2022-03-17,10000000
6583080,"Rosenbauer UK plc",1,1,1,2015-11-06,2015-11-06,200000
6568503,"Employee Pulsecheck Ltd (trading as Karian and Box)",1,1,1,2020-01-06,2020-01-06,500000
01294885,"Metloc Printers",1,1,1,2002-08-22,2002-08-22,200000
6493688,"Curtain Superstore Blaydon Ltd",1,1,1,2015-10-02,2015-10-02,500000
6448206,"Talacom Ltd",1,1,1,2023-11-06,2023-11-06,600000
01327896,"Interpub Ltd",1,1,1,2023-06-22,2023-06-22,250000
62533469,"CH2M Hill",1,1,1,2013-10-11,2013-10-11,283911
608077,"Tulip Ltd",1,1,1,2017-12-05,2017-12-05,225000
6033060,"NSL Ltd",1,1,1,2016-07-18,2016-07-18,268644
(0)6281130,"The Harrison Foundation",1,1,1,2023-07-26,2023-07-26,200000
(0)9010358,"Avre Partnership Ltd",1,1,1,2022-11-18,2022-11-18,250000
5887997,"Cyprus Premier Holidays Ltd",1,1,1,2021-11-16,2021-11-16,200000
5768964,"Sysco Business Skills Academy",1,1,1,2016-06-21,2016-06-21,190000
01403332,"Waxman International Limited",1,1,1,2023-02-06,2023-02-06,400000
5764628,"Henley Homes",1,1,1,2021-02-22,2021-02-22,600000
5746000,"Grimes Finishings",1,1,1,2018-02-05,2018-02-05,500000
5741473,"VGC Group",1,1,1,2016-04-28,2016-04-28,180000
01426561,"International Transport Workers' Federation",1,1,1,2023-10-14,2023-10-14,316211
5676603,"Rosemount Financial Solutions Limited",1,1,1,2022-12-22,2022-12-22,500000
01486660,"Greenhill Plant Hire Ltd (trading as Men at Work)",1,1,1,2007-10-03,2007-10-03,350000
5668905,"Rosemount Financial Solutions (IFA) Limited",1,1,1,2023-12-22,2023-12-22,500000
566338,"Pasta Foods",1,1,1,2014-06-10,2014-06-10,500000
01493479,"Rinku Group PLC",1,1,1,2007-12-17,2007-12-17,250000
01513165,"Fibrelite Composites Limited",1,1,1,2013-07-05,2013-07-05,225000
5599788,"South West Trains",1,1,1,2009-01-16,2009-01-16,179000
5565720,"La Romantica Beds Ltd",1,1,1,2021-10-15,2021-10-15,420000
5526726,"Access Self Storage Ltd",1,1,1,2022-08-10,2022-08-10,1000000
01533774,"Channel 4",1,1,1,2017-02-11,2017-02-11,184000
5361822,"HFSSS Ltd",1,1,1,2020-03-03,2020-03-03,1000000
5322235,"Precision Marketing LTD",1,1,1,2023-09-06,2023-09-06,180000
5253446,"Vermont Contruction Ltd",1,1,1,2015-07-03,2015-07-03,500000
5162025,"NFC Homes (East) Ltd",1,1,1,2019-12-19,2019-12-19,500000
00041598,"Dignity Funerals Ltd",1,1,1,2018-10-15,2018-10-15,260000
4th Floor, York House, 23 Kingsway,"BM Creative Management Ltd",1,1,1,2020-03-09,2020-03-09,750000
01680058,"Foxtons Ltd",1,1,1,2012-06-19,2012-06-19,1200000
4982959,"Charles McDowell Properties",1,1,1,2021-03-01,2021-03-01,200000
4937325,"Vertigo Films Ltd",1,1,1,2015-09-01,2015-09-01,180947
4824053,"DB Consultants Limited",1,1,1,2015-06-06,2015-06-06,250000
01765250,"Farnborough International Limited",1,1,1,2013-06-17,2013-06-17,199600
01768127,"Wilkinson Star Ltd",1,1,1,2007-03-05,2007-03-05,1000000
01787329,"WaterAid UK",1,1,1,2023-09-17,2023-09-17,360234
4540649,"Starcross Building Ltd",1,1,1,2015-09-19,2015-09-19,1500000
4532510,"London School of Commerce",1,1,1,2009-12-15,2009-12-15,1000000
4529006,"Henley Homes",1,1,1,2015-08-05,2015-08-05,500000
451921,"Crockett & Jones Ltd",1,1,1,2014-07-21,2014-07-21,200000
01878923,"Dawney Day International Ltd",1,1,1,2008-03-17,2008-03-17,1000000
4392069,"Bond Wolfe Estates Ltd",1,1,1,2015-06-08,2015-06-08,1339842
4355070,"Boeing United Kingdom Ltd",1,1,1,2022-05-16,2022-05-16,540462
01935786,"Abbott Mead Vickers BBDO Ltd",1,1,1,2007-05-05,2007-05-05,980000
4316055,"Eldersfield Consulting Ltd",1,1,1,2005-10-27,2005-10-27,1000000
01956881,"Catherine Wantling Etonbrook Ltd",1,1,1,2026-05-19,2026-05-19,500000
01959704,"Tetra Tech Limited",1,1,1,2023-01-11,2023-01-11,750000
423930,"Legal & General Group PLC",1,1,1,2006-10-14,2006-10-14,188600
4177350,"Sager House (Almeida) Limited",1,1,1,2015-08-07,2015-08-07,2000000
4047630,"G4S Risk Consulting Ltd",1,1,1,2022-04-08,2022-04-08,192000
4033128,"Magnetic North Interactive Ltd",1,1,1,2020-02-05,2020-02-05,320000
4018281,"Flanagan Group Ltd",1,1,1,2015-10-02,2015-10-02,250000
3979726,"Grand Central Trains",1,1,1,2011-09-28,2011-09-28,300000
02039252,"Construction Industry Solutions Limited",1,1,1,2019-06-15,2019-06-15,1000000
02051360,"EMC Computer Systems UK Ltd",1,1,1,2012-06-26,2012-06-26,350000
3892420,"Firoka (Heythorp Park) Ltd",1,1,1,2005-10-26,2005-10-26,1000000
3881669,"Local Life",1,1,1,2005-09-01,2005-09-01,200000
3830322,"Crownhawk Properties Ltd",1,1,1,2020-02-10,2020-02-10,652180
02104942,"Buybest Ltd",1,1,1,2019-06-14,2019-06-14,500000
02108777,"Rockley Dene Homes Ltd",1,1,1,2009-12-21,2009-12-21,250000
02112932,"Christian Action Research and Education (CARE)",1,1,1,2023-10-16,2023-10-16,500000
3699618,"Caledonia Investments Plc",1,1,1,2008-04-10,2008-04-10,500000
3694213,"RAB Capital Limited",1,1,1,2013-07-10,2013-07-10,1000000
3676558,"Captain Cloud Ltd",1,1,1,2005-12-05,2005-12-05,1000000
3675632,"Smoked Salmon",1,1,1,2022-08-01,2022-08-01,1000000
3604904,"Adnaan Iqbal Mohamed Consulting Ltd",1,1,1,2024-06-10,2024-06-10,1009026
3597043,"DMQA Holdings",1,1,1,2007-04-17,2007-04-17,250000
02215654,"Camira Fabrics Ltd",1,1,1,2014-09-17,2014-09-17,356500
3497865,"MKM Building Supplies Ltd",1,1,1,2007-04-03,2007-04-03,250000
02243122,"Rhino Rugby Ltd",1,1,1,2007-12-17,2007-12-17,200000
SC402097,"Renaissance Care (No.1) Ltd",1,1,1,2022-07-18,2022-07-18,1000000
02353697,"Jardentome Ltd",1,1,1,2018-06-01,2018-06-01,1326000
00066558,"Tarmac Cement Ltd",1,1,1,2026-03-24,2026-03-24,320000
3235601,"Surescreen Diagnostics Ltd",1,1,1,2022-06-24,2022-06-24,2000000
3226403,"Essity UK Ltd",1,1,1,2021-12-03,2021-12-03,200000
0236 6852,"EDF Energy",1,1,1,2016-08-23,2016-08-23,250000
320998,"David Menzies Management Services",1,1,1,2015-07-15,2015-07-15,200000
02366623,"Thames Water Ltd",1,1,1,2012-07-06,2012-07-06,200000
3076445,"EDF Nuclear Generation LTD",1,1,1,2017-10-26,2017-10-26,355500
3059549,"Career Development Finance",1,1,1,2012-08-24,2012-08-24,3500000
300656,"Balmoral Tanks Ltd",1,1,1,2016-12-09,2016-12-09,200000
0250 4047,"CRU Publishing Ltd",1,1,1,2016-10-14,2016-10-14,400000
02506007,"Pladis (UK) Limited",1,1,1,2023-12-01,2023-12-01,200000
2909660,"London and Regional Properties Ltd",1,1,1,2005-10-28,2005-10-28,1000000
2884347,"Firstsite Ltd",1,1,1,2021-11-06,2021-11-06,360000
2880543,"Keltruck Limited",1,1,1,2008-07-16,2008-07-16,200000
288046,"Phonograhic Performance Ltd (PPL)",1,1,1,2010-01-29,2010-01-29,154000
2866474,"Jacksons Bournemouth Ltd",1,1,1,2005-11-03,2005-11-03,1000000
2861582,"Euro Property Investments Ltd",1,1,1,2020-02-14,2020-02-14,200000
2855006,"Secrets Ltd",1,1,1,2004-12-01,2004-12-01,407138
27922424,"Tamares Real Estate Investments UK Ltd",1,1,1,2005-11-03,2005-11-03,1000000
02596168,"Bestways PLC",1,1,1,2008-01-18,2008-01-18,1000000
2779199,"Association of Electricity Producers Ltd (trading as Energy UK)",1,1,1,2022-02-21,2022-02-21,179200
2736122,"Ministry of Sound Ltd",1,1,1,2020-02-19,2020-02-19,2232000
00075035,"Holmen Iggesund Paperboard Ltd",1,1,1,2022-10-04,2022-10-04,200000
02665157,"Hilbury Chaplain Surveyors Ltd",1,1,1,2002-08-22,2002-08-22,200000
26688R,"MHS Homes",1,1,1,2004-09-12,2004-09-12,500000
2648297,"Homeserve plc",1,1,1,2019-01-28,2019-01-28,569100
SC288903,"Cantle Consulting Ltd",1,1,1,2013-05-13,2013-05-13,295000
2600534,"The Best Connection Group Ltd",1,1,1,2017-02-20,2017-02-20,500000
2580377,"We Are With You (formerly Addaction)",1,1,1,2020-01-01,2020-01-01,537900
02707973,"Parking Places Ltd",1,1,1,2019-04-10,2019-04-10,300000
02720289,"GP Investments Ltd",1,1,1,2010-06-05,2010-06-05,240000
253240,"National Car Parks Limited",1,1,1,2008-11-17,2008-11-17,102127
2518720,"Meteor Parking Ltd",1,1,1,2003-01-15,2003-01-15,665600
02759529,"Czech, Moravian and Slovak Chemicals Ltd",1,1,1,2005-10-28,2005-10-28,500000
2479169,"Insinger de Beaufort",1,1,1,2005-10-17,2005-10-17,1000000
2435148,"Wykeland Group Ltd",1,1,1,2007-05-01,2007-05-01,250000
2423010,"Songlines Ltd",1,1,1,2007-06-20,2007-06-20,250000
02812352,"Alena Ltd",1,1,1,2008-01-31,2008-01-31,200000
2321869,"Aldi Stores Ltd`",1,1,1,2016-02-03,2016-02-03,500000
2275441,"Story Homes Ltd",1,1,1,2017-03-03,2017-03-03,200000
02869292,"Southwark Cathedral",1,1,1,2025-12-08,2025-12-08,666000
02878404,"Bansols Beta Ltd",1,1,1,2019-06-03,2019-06-03,1000000
02883980,"BSkyB Telecommunications Services Ltd",1,1,1,2012-07-06,2012-07-06,700000
2101769,"RJ Lewis Management Services Ltd",1,1,1,2016-06-09,2016-06-09,1000000
2069102,"Buxton Water",1,1,1,2009-07-18,2009-07-18,109800
02919227,"Lorian Properties Ltd",1,1,1,2007-05-30,2007-05-30,1000000
1996942,"St James's Company Ltd",1,1,1,2016-05-03,2016-05-03,717558
1973576,"Tufton Services Ltd",1,1,1,2005-11-01,2005-11-01,1000000
1777777,"British Airways",1,1,1,2011-09-01,2011-09-01,320900
02989338,"Elliott Advisers (UK) Limited",1,1,1,2008-02-08,2008-02-08,500000
1658222,"Anthony Best Dynamics Ltd",1,1,1,2017-10-27,2017-10-27,175000
03003963,"M&C Saatchi",1,1,1,2009-05-12,2009-05-12,228175
1620599,"Botanica Inc",1,1,1,2018-04-09,2018-04-09,197987
0012478,"Plexal (City) Limited",1,1,1,2020-10-27,2020-10-27,316800
16041317,"Smartphone Free Childhood Ltd",1,1,1,2024-10-01,2024-10-01,380000
03023052,"Beauchamp Estates Limited",1,1,1,2015-03-20,2015-03-20,200000
15777119,"QTS Data Centres",1,1,1,2026-02-06,2026-02-06,727600
1533774,"Channel Four Television Company Ltd",1,1,1,2017-02-11,2017-02-11,184000
15208364,"Neural Voice AI",1,1,1,2025-08-05,2025-08-05,300000
03088452,"Autohorn Fleet Services Ltd",1,1,1,2019-07-03,2019-07-03,1190000
148948463,"New Conservatives Ltd",1,1,1,2023-12-09,2023-12-09,500000
14857305,"Conservative Friends of Ukraine",1,1,1,2023-11-26,2023-11-26,1071012
14827846,"Baillieu Consulting Ltd",1,1,1,2024-09-24,2024-09-24,250000
14824731,"MYZI PR Ltd",1,1,1,2023-11-27,2023-11-27,180000
14739556,"Breedon Group plc",1,1,1,2025-04-29,2025-04-29,250000
03130330,"Crowne Plaza Hotel Stratford-upon-Avon (part of IHG Hotels and R",1,1,1,2026-03-02,2026-03-02,759650
14294995,"Palace Yard Events Ltd",1,1,1,2025-06-11,2025-06-11,3200000
14245166,"25 Seven Talent Solutions Limited",1,1,1,2026-03-11,2026-03-11,302400
03179012,"Bridgford Holdings Limited",1,1,1,2024-10-18,2024-10-18,500000
03187173,"The Red House (Ashtead) Limited",1,1,1,2023-03-08,2023-03-08,500000
13653688,"Chamber UK Services Ltd",1,1,1,2026-04-14,2026-04-14,720000
1362146,"Barnbrook Systems Ltd",1,1,1,2018-08-06,2018-08-06,440421
13332713,"Northcote Street Limited",1,1,1,2024-08-20,2024-08-20,1000000
13277004,"Cargo Solutions Ltd",1,1,1,2022-02-16,2022-02-16,156000
03261140,"R&D Glass Ltd",1,1,1,2019-06-13,2019-06-13,500000
0328 0551,"Aviva Employment Services Ltd",1,1,1,2016-10-10,2016-10-10,1163000
1293674,"Vascroft Contractors Ltd",1,1,1,2014-06-18,2014-06-18,350000
12801386,"RNIE Group LTD",1,1,1,2026-02-09,2026-02-09,1000000
12698296,"Michal Blance Limited",1,1,1,2024-05-02,2024-05-02,1000000
1253115,"Stockvale Plc",1,1,1,2006-06-01,2006-06-01,120000
12474011,"Bute Energy",1,1,1,2024-02-29,2024-02-29,300000
12333719,"Ethan R Wilkinson Ltd",1,1,1,2022-07-07,2022-07-07,200000
12273720,"The Office of Theresa May (company)",1,1,1,2022-11-13,2022-11-13,1055800
SC23097,"Border Harvesters Ltd",1,1,1,2005-10-13,2005-10-13,500000
12270590,"College Green Group",1,1,1,2023-10-01,2023-10-01,3500000
12262232,"Rent Empty Ltd",1,1,1,2020-03-30,2020-03-30,200000
12167840,"High Street Deal Ltd",1,1,1,2026-04-17,2026-04-17,300000
12110648,"SJJ Contracts Ltd",1,1,1,2022-07-22,2022-07-22,1500000
12047877,"Silk Road Consultancy",1,1,1,2024-02-12,2024-02-12,1000000
12042554,"Slate Tops Ltd",1,1,1,2019-10-01,2019-10-01,540000
11903096,"Humber Landlords Association",1,1,1,2022-06-04,2022-06-04,352865
03384650,"Law Abroad Ltd (trading as Underwoods Solicitors)",1,1,1,2019-08-01,2019-08-01,862500
11609987,"Bridge Consulting Ltd",1,1,1,2022-07-08,2022-07-08,319500
11571089,"GivEnergy Ltd",1,1,1,2024-03-01,2024-03-01,350000
03443510,"Bawtry Farms Ltd",1,1,1,2025-07-02,2025-07-02,500000
11318718,"Beth Begg Design Ltd",1,1,1,2023-10-03,2023-10-03,200000
03444899,"Cardinal Maritime Ltd",1,1,1,2022-09-30,2022-09-30,750000
SC2076648,"Scottish Racing",1,1,1,2011-01-17,2011-01-17,180000
11310159,"Tungsten West plc",1,1,1,2022-08-01,2022-08-01,405000
11203032,"Langstone Quays Ltd",1,1,1,2024-10-13,2024-10-13,490700
11165799,"Spartan Advisors",1,1,1,2019-05-28,2019-05-28,500000
03464388,"Language is Everything",1,1,1,2024-01-11,2024-01-11,250000
11098383,"Tate Group Ltd",1,1,1,2019-07-08,2019-07-08,160000
03481321,"Hakluyt and Company",1,1,1,2024-02-02,2024-02-02,275895
1100302,"Earth Resources Research",1,1,1,2011-09-21,2011-09-21,800000
10988419,"Grolar Developments Ltd",1,1,1,2022-07-18,2022-07-18,1500000
10984243,"MSG UK Investments Ltd",1,1,1,2024-10-08,2024-10-08,2000000
1098149,"Murphshore Ltd",1,1,1,2005-11-01,2005-11-01,500000
10978448,"High Life Investments Ltd",1,1,1,2022-07-19,2022-07-19,500000
10958237,"Bear Bros Limited",1,1,1,2024-02-12,2024-02-12,250000
10855286,"PQF Management Limited",1,1,1,2021-11-25,2021-11-25,200000
10814854,"Signify AI",1,1,1,2019-06-17,2019-06-17,508320
10808608,"Amstone Kingsgate",1,1,1,2020-03-30,2020-03-30,500000
10746952,"79 Borough Road Ltd (trading as 'The Ministry')",1,1,1,2019-08-30,2019-08-30,264000
10701446,"Poole Bay Holdings",1,1,1,2023-09-27,2023-09-27,1500000
10694816,"Labour First",1,1,1,2025-10-06,2025-10-06,392300
10556197,"Good Law Project Ltd",1,1,1,2026-01-12,2026-01-12,270000
10533767,"Global Counsel Ltd",1,1,1,2023-11-07,2023-11-07,3583500
03573832,"Sharkey Associates Ltd",1,1,1,2007-12-18,2007-12-18,500000
10403402,"Bradley Energy Ltd",1,1,1,2020-01-28,2020-01-28,200000
10393743,"Alan Johnson Books",1,1,1,2024-01-11,2024-01-11,250000
10340024,"Phelan and Partners",1,1,1,2024-09-18,2024-09-18,500000
10250856,"Dunmoore (West London) Ltd",1,1,1,2019-06-06,2019-06-06,1500000
10187396,"Open Society Foundation London",1,1,1,2017-09-19,2017-09-19,271325
10160881,"Cerus Engineering Ltd",1,1,1,2019-06-06,2019-06-06,500000
0C332505,"Steel & Shamash Solicitors",1,1,1,2014-12-09,2014-12-09,1666500
09919286,"Intelligent FS Ltd",1,1,1,2023-10-04,2023-10-04,300000
09734578,"Huyton Asphalt Civils Ltd",1,1,1,2023-10-06,2023-10-06,400000
03692079,"Kingmoor Park Properties Ltd",1,1,1,2022-11-01,2022-11-01,750000
09374595,"Green 360 Ltd",1,1,1,2019-07-19,2019-07-19,3500000
09284825,"NNB Generation Compnay (SZC) Ltd",1,1,1,2022-11-24,2022-11-24,200000
